img1,img2, label
backend/detection/cnn_model/authed_people/93d5e092-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/163.png,0
backend/detection/cnn_model/authed_people/90eaa700-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/55.png,0
backend/detection/cnn_model/authed_people/94f8f5cc-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/181.png,0
backend/detection/cnn_model/authed_people/9399eb50-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/233.png,0
backend/detection/cnn_model/authed_people/8f95158e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/268.png,0
backend/detection/cnn_model/authed_people/9464fb60-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/94042ad8-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8f57e0e2-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/343.png,0
backend/detection/cnn_model/authed_people/9277e1d2-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/265.png,0
backend/detection/cnn_model/authed_people/8f52a8ca-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/324.png,0
backend/detection/cnn_model/authed_people/93942bac-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/908f6296-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8fa41bd8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/217.png,0
backend/detection/cnn_model/authed_people/8f38374c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/47.png,0
backend/detection/cnn_model/authed_people/9014db52-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/232.png,0
backend/detection/cnn_model/authed_people/92fbee82-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/216.png,0
backend/detection/cnn_model/authed_people/90cc28d4-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/314.png,0
backend/detection/cnn_model/authed_people/9468448c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/91b153d2-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/95c94b32-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/146.png,0
backend/detection/cnn_model/authed_people/930b142a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/270.png,0
backend/detection/cnn_model/authed_people/94042ad8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/193.png,0
backend/detection/cnn_model/authed_people/945af8ea-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/277.png,0
backend/detection/cnn_model/authed_people/93b3473a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/174.png,0
backend/detection/cnn_model/authed_people/91f73de8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/905c46f4-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9409ccfe-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/270.png,0
backend/detection/cnn_model/authed_people/9511c868-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/350.png,0
backend/detection/cnn_model/authed_people/925d790a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/112.png,0
backend/detection/cnn_model/authed_people/92fbee82-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/74.png,0
backend/detection/cnn_model/authed_people/958c5efc-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/310.png,0
backend/detection/cnn_model/authed_people/90eaa700-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/95a120b2-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8f77682c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/334.png,0
backend/detection/cnn_model/authed_people/91f73de8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/107.png,0
backend/detection/cnn_model/authed_people/92f0f964-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/95c3aeac-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/928c59aa-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/286.png,0
backend/detection/cnn_model/authed_people/91ac4068-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/221.png,0
backend/detection/cnn_model/authed_people/92356b9a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9300ed42-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/90993bd6-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/228.png,0
backend/detection/cnn_model/authed_people/932f0b3c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/7.png,0
backend/detection/cnn_model/authed_people/90d12bfe-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9399eb50-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9038aa82-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/234.png,0
backend/detection/cnn_model/authed_people/90cc28d4-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/94fdead2-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9136f0d8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/91ac4068-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/92d670e4-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9352be56-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/916ed002-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/207.png,0
backend/detection/cnn_model/authed_people/90993bd6-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/335.png,0
backend/detection/cnn_model/authed_people/95bde620-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9399eb50-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/921c67ee-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/928714e0-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8fc3c794-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/91741620-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/93efa9fa-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/137.png,0
backend/detection/cnn_model/authed_people/9587a4b6-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/315.png,0
backend/detection/cnn_model/authed_people/92b4ba80-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/229.png,0
backend/detection/cnn_model/authed_people/95ce5e1a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/104.png,0
backend/detection/cnn_model/authed_people/91a20c6a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/930b142a-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/91c5815e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/954f174a-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8f04b9f8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/323.png,0
backend/detection/cnn_model/authed_people/902d5b1e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/188.png,0
backend/detection/cnn_model/authed_people/91ed89b0-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/8fa41bd8-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/91022a60-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/304.png,0
backend/detection/cnn_model/authed_people/8ee1027e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/35.png,0
backend/detection/cnn_model/authed_people/8f62ddb2-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/28.png,0
backend/detection/cnn_model/authed_people/8f5d365a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/952c188a-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/959bca4a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/19.png,0
backend/detection/cnn_model/authed_people/958c5efc-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/270.png,0
backend/detection/cnn_model/authed_people/8fb446ac-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/69.png,0
backend/detection/cnn_model/authed_people/915f2f9e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/954017b8-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/90addc58-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/16.png,0
backend/detection/cnn_model/authed_people/8ee62d8a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9366f81c-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9409ccfe-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/94f3dd26-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9014db52-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/197.png,0
backend/detection/cnn_model/authed_people/8fbe9e2c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/185.png,0
backend/detection/cnn_model/authed_people/924e255e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/184.png,0
backend/detection/cnn_model/authed_people/9014db52-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/251.png,0
backend/detection/cnn_model/authed_people/92266118-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/93899188-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/93a426d8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/212.png,0
backend/detection/cnn_model/authed_people/90650f3c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/932f0b3c-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9421c994-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/8fa41bd8-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/93d5e092-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/350.png,0
backend/detection/cnn_model/authed_people/9413e7fc-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/0.png,0
backend/detection/cnn_model/authed_people/90fe09f8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/92c411ec-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/94c49066-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/270.png,0
backend/detection/cnn_model/authed_people/9085558a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/316.png,0
backend/detection/cnn_model/authed_people/93899188-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/8fdc8266-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8f6862d2-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/90a410ce-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/905213be-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/133.png,0
backend/detection/cnn_model/authed_people/91e438ce-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/190.png,0
backend/detection/cnn_model/authed_people/91a6d3f8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/321.png,0
backend/detection/cnn_model/authed_people/9587a4b6-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/293.png,0
backend/detection/cnn_model/authed_people/92a54f1e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/301.png,0
backend/detection/cnn_model/authed_people/948d533a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/207.png,0
backend/detection/cnn_model/authed_people/9267bf5a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/91640992-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/953b5066-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/250.png,0
backend/detection/cnn_model/authed_people/91506b30-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/221.png,0
backend/detection/cnn_model/authed_people/91a6d3f8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/352.png,0
backend/detection/cnn_model/authed_people/9366f81c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/91ed89b0-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/944bb5f6-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9112382e-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9153cf28-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/8ef04d74-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9431d6e0-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/95679a22-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/92c9892e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/80.png,0
backend/detection/cnn_model/authed_people/8ed71462-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/284.png,0
backend/detection/cnn_model/authed_people/94a2415a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/938472fc-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8f1e4c24-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/112.png,0
backend/detection/cnn_model/authed_people/9038aa82-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/122.png,0
backend/detection/cnn_model/authed_people/948d533a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/8f191876-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9596eee4-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9112382e-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8fc3c794-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/95.png,0
backend/detection/cnn_model/authed_people/94d9fcb2-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/250.png,0
backend/detection/cnn_model/authed_people/8f09cdc6-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/192.png,0
backend/detection/cnn_model/authed_people/945af8ea-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/335.png,0
backend/detection/cnn_model/authed_people/9014db52-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/90db7be0-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/913c7fbc-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/218.png,0
backend/detection/cnn_model/authed_people/900fe854-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/346.png,0
backend/detection/cnn_model/authed_people/909eb368-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/293.png,0
backend/detection/cnn_model/authed_people/9596eee4-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/91d51b82-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/94e9a28e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/347.png,0
backend/detection/cnn_model/authed_people/93c76ea4-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/175.png,0
backend/detection/cnn_model/authed_people/9376097e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/117.png,0
backend/detection/cnn_model/authed_people/8f72bd2c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/94b1cc88-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/90298ae8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/315.png,0
backend/detection/cnn_model/authed_people/8f42e534-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/230.png,0
backend/detection/cnn_model/authed_people/95ce5e1a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/86.png,0
backend/detection/cnn_model/authed_people/921684be-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/316.png,0
backend/detection/cnn_model/authed_people/8f6862d2-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/932f0b3c-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9281bf72-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/135.png,0
backend/detection/cnn_model/authed_people/9117fd9a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/232.png,0
backend/detection/cnn_model/authed_people/924e255e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9526ea0e-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/90c729b0-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/95c94b32-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8f99ffae-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/15.png,0
backend/detection/cnn_model/authed_people/9535fdf0-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/313.png,0
backend/detection/cnn_model/authed_people/9352be56-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/90e59eb8-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/90b2ecca-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/8ef04d74-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/94d50efa-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/286.png,0
backend/detection/cnn_model/authed_people/8fe1de50-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9526ea0e-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/90298ae8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/134.png,0
backend/detection/cnn_model/authed_people/923ec064-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/178.png,0
backend/detection/cnn_model/authed_people/9562251a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9074e826-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/90618a92-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9413e7fc-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/95309162-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/271.png,0
backend/detection/cnn_model/authed_people/90c729b0-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9493190a-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/93107da2-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/4.png,0
backend/detection/cnn_model/authed_people/906a9b32-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/350.png,0
backend/detection/cnn_model/authed_people/9450ece2-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/315.png,0
backend/detection/cnn_model/authed_people/8effb49e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/90a410ce-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/91c5815e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/104.png,0
backend/detection/cnn_model/authed_people/8f2db4c0-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/137.png,0
backend/detection/cnn_model/authed_people/92d670e4-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/57.png,0
backend/detection/cnn_model/authed_people/8f57e0e2-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/167.png,0
backend/detection/cnn_model/authed_people/90c729b0-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/302.png,0
backend/detection/cnn_model/authed_people/949d48c6-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/60.png,0
